,name,artist_id,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
482,Ikaria,6FQqZYVfTNQ1pCqfkwVFEa,Pt.2 Everything Not Saved Will Be Lost,Foals,2019-10-18,42693,3,0.273,0.988,0.0608,0.786,0.108,-23.304,0.0422,120.924,3
483,"10,000 Feet",6FQqZYVfTNQ1pCqfkwVFEa,Pt.2 Everything Not Saved Will Be Lost,Foals,2019-10-18,264146,3,0.401,0.00187,0.868,0.0205,0.103,-4.411,0.0458,138.83,4
484,Into the Surf,6FQqZYVfTNQ1pCqfkwVFEa,Pt.2 Everything Not Saved Will Be Lost,Foals,2019-10-18,271346,11,0.316,0.325,0.669,0.772,0.0614,-4.912,0.0327,156.012,4
485,Neptune,6FQqZYVfTNQ1pCqfkwVFEa,Pt.2 Everything Not Saved Will Be Lost,Foals,2019-10-18,618466,11,0.459,0.128,0.678,0.762,0.0992,-6.31,0.0329,133.81,4
486,Moonlight,6FQqZYVfTNQ1pCqfkwVFEa,Everything Not Saved Will Be Lost Part I,Foals,2019-03-08,159393,36,0.455,0.644,0.49,0.411,0.131,-6.933,0.0341,124.02,4
487,Exits,6FQqZYVfTNQ1pCqfkwVFEa,Everything Not Saved Will Be Lost Part I,Foals,2019-03-08,357419,54,0.481,0.0538,0.858,0.00104,0.515,-2.941,0.0345,188.066,4
488,White Onions,6FQqZYVfTNQ1pCqfkwVFEa,Everything Not Saved Will Be Lost Part I,Foals,2019-03-08,185610,46,0.421,3.17e-05,0.976,0.00332,0.0426,-2.236,0.108,164.026,4
489,In Degrees,6FQqZYVfTNQ1pCqfkwVFEa,Everything Not Saved Will Be Lost Part I,Foals,2019-03-08,297632,52,0.618,0.000618,0.97,0.0327,0.0543,-3.249,0.0542,121.989,4
490,Syrups,6FQqZYVfTNQ1pCqfkwVFEa,Everything Not Saved Will Be Lost Part I,Foals,2019-03-08,328924,39,0.333,0.0298,0.902,0.869,0.136,-3.558,0.0999,160.169,4
491,On the Luna,6FQqZYVfTNQ1pCqfkwVFEa,Everything Not Saved Will Be Lost Part I,Foals,2019-03-08,192695,49,0.525,0.0662,0.976,0.000388,0.0804,-2.023,0.048,138.983,4
492,Cafe D'Athens,6FQqZYVfTNQ1pCqfkwVFEa,Everything Not Saved Will Be Lost Part I,Foals,2019-03-08,246867,38,0.37,0.0401,0.874,0.589,0.0731,-5.065,0.0576,136.032,4
493,"Surf, Pt. 1",6FQqZYVfTNQ1pCqfkwVFEa,Everything Not Saved Will Be Lost Part I,Foals,2019-03-08,44421,34,0.368,0.864,0.502,0.808,0.239,-9.334,0.0341,78.031,4
494,Sunday,6FQqZYVfTNQ1pCqfkwVFEa,Everything Not Saved Will Be Lost Part I,Foals,2019-03-08,354392,46,0.24,0.00238,0.84,0.203,0.303,-3.454,0.057,127.894,4
495,I'm Done with the World (& It's Done with Me),6FQqZYVfTNQ1pCqfkwVFEa,Everything Not Saved Will Be Lost Part I,Foals,2019-03-08,182030,39,0.338,0.878,0.373,0.000329,0.105,-6.546,0.0287,100.014,4
496,Moonlight,6FQqZYVfTNQ1pCqfkwVFEa,Part 1 Everything Not Saved Will Be Lost,Foals,2019-01-23,159393,5,0.45,0.663,0.484,0.461,0.131,-6.927,0.0342,124.024,4
497,Exits,6FQqZYVfTNQ1pCqfkwVFEa,Part 1 Everything Not Saved Will Be Lost,Foals,2019-01-23,357419,16,0.482,0.0562,0.859,0.0011,0.521,-2.942,0.0346,188.07,4
498,White Onions,6FQqZYVfTNQ1pCqfkwVFEa,Part 1 Everything Not Saved Will Be Lost,Foals,2019-01-23,185610,13,0.418,3.26e-05,0.977,0.00314,0.0426,-2.238,0.109,164.043,4
499,In Degrees,6FQqZYVfTNQ1pCqfkwVFEa,Part 1 Everything Not Saved Will Be Lost,Foals,2019-01-23,297632,19,0.619,0.000624,0.971,0.0329,0.0541,-3.247,0.0541,121.989,4
500,Syrups,6FQqZYVfTNQ1pCqfkwVFEa,Part 1 Everything Not Saved Will Be Lost,Foals,2019-01-23,328924,5,0.394,0.0302,0.901,0.869,0.133,-3.561,0.0779,80.029,4
501,On The Luna,6FQqZYVfTNQ1pCqfkwVFEa,Part 1 Everything Not Saved Will Be Lost,Foals,2019-01-23,192695,15,0.525,0.0689,0.976,0.000337,0.0774,-2.023,0.0483,138.96,4
502,Cafe D'Athens,6FQqZYVfTNQ1pCqfkwVFEa,Part 1 Everything Not Saved Will Be Lost,Foals,2019-01-23,246867,5,0.371,0.0409,0.874,0.593,0.0732,-5.065,0.0578,136.038,4
503,"Surf, Pt. 1",6FQqZYVfTNQ1pCqfkwVFEa,Part 1 Everything Not Saved Will Be Lost,Foals,2019-01-23,44421,5,0.151,0.869,0.506,0.762,0.26,-9.336,0.0377,79.845,4
504,Sunday,6FQqZYVfTNQ1pCqfkwVFEa,Part 1 Everything Not Saved Will Be Lost,Foals,2019-01-23,354392,11,0.24,0.00236,0.839,0.207,0.311,-3.441,0.0564,127.911,4
505,I'm Done With The World (& It's Done with Me),6FQqZYVfTNQ1pCqfkwVFEa,Part 1 Everything Not Saved Will Be Lost,Foals,2019-01-23,182030,10,0.345,0.882,0.372,0.000464,0.105,-6.544,0.0286,100.067,4
506,What Went Down,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,300720,56,0.231,0.00313,0.919,0.00442,0.0643,-6.182,0.0722,146.94,4
507,Mountain at My Gates,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,244293,65,0.495,0.0025,0.931,0.0819,0.246,-5.336,0.0469,104.05,4
508,Birch Tree,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,261133,58,0.659,0.0186,0.792,0.0407,0.102,-7.101,0.0301,108.011,4
509,Give It All,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,287213,44,0.495,0.139,0.566,0.587,0.146,-8.116,0.0331,118.037,4
510,Albatross,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,323573,43,0.537,0.233,0.821,0.752,0.106,-7.051,0.0368,120.01,4
511,Snake Oil,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,261173,47,0.494,0.00129,0.849,0.79,0.146,-6.761,0.0359,141.988,4
512,Night Swimmers,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,284600,42,0.579,0.00617,0.94,0.805,0.0757,-7.026,0.0426,124.01,4
513,London Thunder,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,254426,52,0.478,0.641,0.357,0.309,0.0838,-9.745,0.026,91.735,4
514,Lonely Hunter,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,277213,47,0.213,0.00231,0.742,0.416,0.338,-5.206,0.036,150.119,5
515,A Knife in the Ocean,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,412826,44,0.177,0.00193,0.76,0.271,0.585,-5.458,0.0472,178.527,3
516,Rain - B-Side,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,204846,32,0.17,0.791,0.683,0.0115,0.926,-10.118,0.104,174.378,4
517,Daffodils - B-Side,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,214362,43,0.688,0.00292,0.591,0.16,0.152,-9.079,0.0368,112.81,4
518,London Thunder - CCTV Sessions,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,314226,31,0.571,0.729,0.346,0.57,0.106,-9.947,0.0363,91.845,4
519,Albatross - CCTV Sessions,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,366400,29,0.542,0.251,0.809,0.598,0.0891,-8.536,0.0489,119.719,4
520,Lonely Hunter - CCTV Sessions,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,328560,30,0.627,0.587,0.433,0.757,0.146,-8.935,0.0261,109.054,4
521,Snake Oil - CCTV Sessions,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,302840,28,0.579,0.206,0.735,0.862,0.142,-8.133,0.0772,140.692,4
522,Give It All - Poolside Sessions,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,341760,29,0.588,0.963,0.239,0.411,0.117,-11.681,0.0309,117.406,4
523,London Thunder - Poolside Sessions,6FQqZYVfTNQ1pCqfkwVFEa,What Went Down,Foals,2015-08-28,289280,27,0.624,0.952,0.205,0.674,0.327,-11.315,0.0269,87.743,4
524,Late Night - Solomun Remix,6FQqZYVfTNQ1pCqfkwVFEa,Foals: Holy Fire Remixes,Foals,2013-01-31,504726,31,0.87,0.0225,0.701,0.479,0.104,-7.385,0.0485,121.988,4
525,My Number - Totally Enormous Extinct Dinosaurs Remix; Extended,6FQqZYVfTNQ1pCqfkwVFEa,Foals: Holy Fire Remixes,Foals,2013-01-31,430327,4,0.816,0.00921,0.641,0.806,0.076,-6.708,0.0428,124.988,4
526,Inhaler - Tom Vek's Wheezemix,6FQqZYVfTNQ1pCqfkwVFEa,Foals: Holy Fire Remixes,Foals,2013-01-31,321771,2,0.518,0.000433,0.932,0.191,0.0971,-5.75,0.0462,112.63,4
527,My Number - Hot Chip Remix,6FQqZYVfTNQ1pCqfkwVFEa,Foals: Holy Fire Remixes,Foals,2013-01-31,594117,14,0.742,0.0454,0.533,0.174,0.175,-9.644,0.0337,125.0,4
528,Late Night - Koreless Purple Cowboy Remix,6FQqZYVfTNQ1pCqfkwVFEa,Foals: Holy Fire Remixes,Foals,2013-01-31,240982,3,0.331,0.848,0.243,0.41,0.112,-10.082,0.0327,119.983,4
529,Bad Habit - Alex Metric Remix,6FQqZYVfTNQ1pCqfkwVFEa,Foals: Holy Fire Remixes,Foals,2013-01-31,487297,6,0.586,0.000431,0.96,0.349,0.0685,-4.062,0.0363,121.999,4
530,Out of the Woods - Kulkid Remix,6FQqZYVfTNQ1pCqfkwVFEa,Foals: Holy Fire Remixes,Foals,2013-01-31,345077,5,0.706,0.243,0.78,0.00414,0.101,-5.603,0.0408,123.993,4
531,Prelude,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,247706,37,0.51,0.091,0.655,0.632,0.105,-12.3,0.0553,95.121,4
532,Inhaler,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,292546,54,0.536,0.0036,0.73,0.661,0.183,-7.606,0.0427,97.209,4
533,My Number,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,238853,68,0.639,0.0243,0.715,0.000552,0.619,-8.954,0.0392,128.072,4
534,Bad Habit,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,280266,44,0.565,0.00613,0.848,0.43,0.115,-6.495,0.054,121.102,4
535,Everytime,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,242213,39,0.574,0.000541,0.88,0.585,0.109,-7.621,0.0377,129.976,4
536,Late Night,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,327680,50,0.608,0.208,0.402,0.105,0.12,-10.816,0.0339,116.378,4
537,Out of the Woods,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,204946,43,0.698,0.0722,0.8,0.00669,0.243,-8.099,0.0452,131.96,4
538,Milk & Black Spiders,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,317253,44,0.555,0.000567,0.796,0.759,0.111,-6.928,0.0538,124.944,4
539,Providence,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,247933,43,0.465,0.000125,0.894,0.164,0.175,-7.296,0.0789,136.792,1
540,Stepson,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,288813,36,0.66,0.295,0.582,0.734,0.103,-11.615,0.0335,119.991,4
541,Moon,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,293053,36,0.185,0.799,0.255,0.813,0.188,-14.377,0.0343,82.529,5
542,Bluebird - B-Side,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,188146,31,0.588,0.746,0.392,0.835,0.11,-10.613,0.0243,104.354,4
543,Milk & Black Spiders - CCTV Sessions,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,377600,29,0.466,0.831,0.408,0.755,0.108,-15.476,0.0411,114.795,4
544,Bad Habit - CCTV Sessions,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,286120,27,0.405,0.69,0.493,0.751,0.0732,-10.798,0.0338,118.197,4
545,Stepson - CCTV Sessions,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,433306,26,0.535,0.683,0.671,0.88,0.122,-14.407,0.092,119.867,4
546,Late Night - CCTV Sessions,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,411440,27,0.586,0.908,0.56,0.79,0.119,-13.05,0.045,116.662,4
547,Bluebird - CCTV Sessions,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,242266,26,0.611,0.985,0.256,0.808,0.112,-13.836,0.0285,103.183,4
548,Moon - CCTV Sessions,6FQqZYVfTNQ1pCqfkwVFEa,Holy Fire,Foals,2013-01-31,325280,24,0.25,0.896,0.189,0.67,0.0989,-16.309,0.0328,142.503,4
549,Variations,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,153428,13,0.683,0.531,0.329,0.326,0.305,-13.902,0.113,107.201,4
550,Ted - Bibio Remix,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,162773,14,0.506,0.732,0.828,0.899,0.65,-4.739,0.0375,111.422,4
551,Tropical Hands,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,126496,11,0.759,0.205,0.896,0.659,0.145,-5.559,0.37,105.35,4
552,Confusion (Ma Afrika),6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,214387,11,0.7,0.279,0.912,0.00576,0.356,-3.139,0.0483,104.628,4
553,London Girl,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,235718,9,0.618,0.131,0.943,0.0435,0.638,-5.633,0.0616,109.222,4
554,Way Savvy - Gatto Fritto Remix,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,297287,9,0.558,0.000499,0.968,0.799,0.508,-3.357,0.118,113.207,4
555,Dinner,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,125704,8,0.675,0.00572,0.909,0.0374,0.353,-5.043,0.081,114.616,4
556,B Side,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,116959,10,0.594,0.035,0.888,0.00846,0.225,-5.853,0.0436,115.038,4
557,Cheaters - John Talabot's Classic Vocal Refix,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,215103,17,0.704,0.343,0.849,0.00394,0.654,-6.057,0.248,115.847,4
558,Superflight feat. Marie Daulne - Maurice Fulton Remix,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,205140,9,0.642,0.308,0.958,0.419,0.278,-4.973,0.0434,117.444,4
559,Effective Placebo Affect,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,94322,9,0.628,0.00255,0.961,0.956,0.293,-6.528,0.0403,118.825,4
560,Kilode - Carl Craig Remix,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,225427,0,0.729,0.0157,0.884,0.0911,0.0803,-9.382,0.0878,119.879,4
561,We Call Love feat. Soul Clap & Osunlade,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,279462,10,0.747,0.00956,0.864,0.216,0.0566,-6.88,0.0527,121.707,4
562,Give Me Love - Frankie Knuckles Remix,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,155968,9,0.772,0.00174,0.971,0.00929,0.296,-6.575,0.0495,123.069,4
563,Take Some Time Out,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,133067,9,0.759,0.0004,0.842,0.152,0.153,-8.537,0.0394,122.693,4
564,OAR003-B,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,108006,11,0.647,0.0576,0.908,0.772,0.0738,-6.356,0.0369,122.857,4
565,Every Day Of My Life - Jimmy Edgar Remix,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,171813,8,0.8,0.00628,0.712,0.0214,0.0863,-7.126,0.166,124.526,4
566,Mushrooms - Justin Martin Remix,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,321934,9,0.79,0.0162,0.762,0.366,0.324,-8.926,0.0688,125.182,4
567,Battle For Middle You - Maurice Donovan Dub,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,206612,22,0.739,0.0926,0.914,0.871,0.0645,-5.625,0.0431,125.348,4
568,Sun - Midland Edit,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,275229,11,0.812,0.259,0.625,0.643,0.0955,-7.202,0.0334,125.481,4
569,Paradiso,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,410994,6,0.649,0.0564,0.798,0.804,0.276,-5.202,0.0402,124.602,4
570,Yes God Is Real,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,196188,7,0.509,0.0391,0.848,1.22e-06,0.0882,-5.027,0.0684,120.253,4
571,Variations,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,201341,12,0.78,0.485,0.198,0.85,0.106,-17.927,0.0547,108.374,4
572,Ted (Bibio Remix),6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,264573,11,0.395,0.832,0.628,0.922,0.216,-9.91,0.0331,110.962,4
573,Tropical Hands,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,199253,9,0.693,0.00821,0.754,0.865,0.0741,-6.911,0.144,107.713,4
574,Confusion (Ma Afrika),6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,350093,11,0.729,0.156,0.651,0.0244,0.333,-12.298,0.0434,106.141,4
575,London Girl,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,240906,10,0.632,0.0785,0.813,0.062,0.0918,-10.633,0.0417,109.512,4
576,Way Savvy (Gatto Fritto Remix),6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,554170,8,0.628,0.000441,0.836,0.758,0.258,-7.118,0.0639,113.998,4
577,Dinner,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,289666,9,0.77,0.0329,0.699,0.00493,0.243,-5.806,0.0466,112.992,4
578,B Side,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,360828,9,0.714,0.00277,0.544,0.934,0.0515,-9.164,0.0569,117.004,4
579,Cheaters (John Talabot's Classic Vocal Refix),6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,390773,13,0.551,0.0169,0.842,0.0135,0.107,-7.123,0.371,125.048,4
580,Superflight feat. Marie Daulne (Maurice Fulton Remix),6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,394800,15,0.781,0.109,0.806,0.767,0.0609,-5.421,0.0345,115.003,4
581,Effective Placebo Affect,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,410246,8,0.757,0.00607,0.679,0.861,0.069,-10.031,0.0532,116.998,4
582,Kilode (Carl Craig Remix),6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,505986,14,0.812,0.0459,0.687,0.0187,0.159,-13.009,0.152,119.987,4
583,We Call Love feat. Soul Clap & Osunlade,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,378026,19,0.818,0.00242,0.696,0.122,0.0896,-9.421,0.0615,120.004,4
584,Give Me Love (Frankie Knuckles Remix),6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,375666,7,0.763,0.000138,0.948,0.672,0.0665,-10.055,0.0623,125.036,4
585,Take Some Time Out,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,350746,7,0.753,0.00241,0.732,0.0968,0.0536,-8.861,0.0486,118.508,4
586,OAR003-B,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,674377,19,0.693,0.00141,0.712,0.86,0.0658,-12.189,0.0624,122.509,4
587,Every Day Of My Life (Jimmy Edgar Remix),6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,436529,6,0.81,0.0121,0.664,0.0563,0.29,-5.038,0.0702,124.035,4
588,Mushrooms (Justin Martin Remix),6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,499206,8,0.796,0.00383,0.615,0.795,0.0626,-10.511,0.0542,125.009,4
589,Battle For Middle You (Maurice Donovan Dub),6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,414773,19,0.8,0.0645,0.604,0.803,0.148,-7.003,0.0591,123.966,4
590,Sun (Midland Edit),6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,407635,31,0.812,0.152,0.379,0.928,0.104,-14.991,0.0449,124.994,4
591,Paradiso,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,423986,7,0.638,0.0209,0.68,0.869,0.704,-8.032,0.0461,124.484,4
592,Yes God Is Real,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,197773,17,0.618,0.0421,0.649,0.0,0.0741,-8.969,0.0743,119.614,4
593,Foals Tapes Mix,6FQqZYVfTNQ1pCqfkwVFEa,Tapes,Foals,2012-07-02,4431893,11,0.493,0.0391,0.853,0.168,0.296,-5.731,0.0647,122.742,4
594,Blue Blood,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-06-15,316893,7,0.601,0.128,0.794,0.0806,0.136,-7.751,0.0451,130.432,4
595,Miami,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-06-15,222173,4,0.583,0.00194,0.863,0.0722,0.126,-4.801,0.0465,97.0,4
596,Total Life Forever,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-06-15,198200,7,0.682,0.00797,0.864,0.00195,0.0612,-5.816,0.043,132.996,4
597,Black Gold,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-06-15,386333,4,0.635,0.0932,0.811,0.875,0.168,-5.683,0.0497,131.028,4
598,Spanish Sahara,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-06-15,409560,26,0.366,0.0283,0.57,0.0408,0.108,-10.042,0.0698,128.432,4
599,This Orient,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-06-15,242773,4,0.483,0.00076,0.909,8.11e-05,0.142,-5.025,0.0339,155.025,4
600,Fugue,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-06-15,48400,1,0.2,0.917,0.11,0.88,0.106,-21.715,0.0491,179.489,4
601,After Glow,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-06-15,368626,4,0.434,0.0213,0.909,0.765,0.122,-6.361,0.0501,131.328,4
602,Alabaster,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-06-15,240266,2,0.536,0.143,0.507,0.851,0.29,-8.757,0.0274,127.009,4
603,2 Trees,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-06-15,315506,4,0.503,0.202,0.774,0.781,0.111,-8.149,0.0469,120.063,4
604,What Remains,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-06-15,277266,2,0.378,0.201,0.692,0.0391,0.0817,-6.458,0.0512,140.984,4
605,Blue Blood,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,316893,45,0.607,0.125,0.787,0.0323,0.136,-7.698,0.043,130.423,4
606,Miami,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,222173,42,0.58,0.00167,0.872,0.1,0.129,-4.727,0.0502,96.966,4
607,Total Life Forever,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,198200,43,0.686,0.00714,0.865,0.00108,0.0692,-5.786,0.0432,132.986,4
608,Black Gold,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,386333,44,0.635,0.0989,0.799,0.877,0.142,-5.674,0.0494,130.986,4
609,Spanish Sahara,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,409560,58,0.364,0.0306,0.565,0.0369,0.108,-10.085,0.0705,128.222,4
610,This Orient,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,242773,41,0.483,0.000662,0.904,9.29e-05,0.165,-4.986,0.0326,155.017,4
611,Fugue,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,48400,32,0.239,0.913,0.113,0.879,0.106,-21.795,0.0465,179.487,4
612,After Glow,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,368626,37,0.438,0.0202,0.917,0.692,0.123,-6.356,0.0562,131.328,4
613,Alabaster,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,240266,39,0.538,0.143,0.491,0.879,0.315,-8.776,0.0275,127.018,4
614,2 Trees,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,315506,37,0.495,0.211,0.781,0.604,0.112,-8.136,0.0433,120.049,4
615,What Remains,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,277266,34,0.381,0.214,0.693,0.0343,0.0828,-6.469,0.0492,141.363,4
616,The Forked Road - B-Side,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,337955,30,0.314,0.0593,0.729,0.869,0.344,-5.166,0.0443,142.452,4
617,Wear & Tear - B-Side,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,264192,29,0.493,0.253,0.753,0.915,0.108,-7.583,0.0423,145.132,4
618,Blue Blood,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,316893,0,0.607,0.125,0.787,0.0323,0.136,-7.698,0.043,130.423,4
619,Miami,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,222173,0,0.58,0.00167,0.872,0.1,0.129,-4.727,0.0502,96.966,4
620,Total Life Forever,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,198200,0,0.686,0.00714,0.865,0.00108,0.0692,-5.786,0.0432,132.986,4
621,Black Gold,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,386333,0,0.635,0.0989,0.799,0.877,0.142,-5.674,0.0494,130.986,4
622,Spanish Sahara,6FQqZYVfTNQ1pCqfkwVFEa,Total Life Forever,Foals,2010-05-10,409560,0,0.364,0.0306,0.565,0.0369,0.108,-10.085,0.0705,128.222,4
