,name,artist_id,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1653,Mutual Slump - Daedelus Remix,5CE2IfdYZEQGIDsfiRm8SI,Endtroducing (Endtroducing Re-Emagined),DJ Shadow,2016-10-28,249977,15,0.238,0.0152,0.809,0.73,0.0708,-7.295,0.0497,140.063,4
1654,Organ Donor - UZ Remix,5CE2IfdYZEQGIDsfiRm8SI,Endtroducing (Endtroducing Re-Emagined),DJ Shadow,2016-10-28,237610,27,0.44,0.00265,0.74,0.677,0.139,-6.323,0.0635,150.25,4
1655,Midnight In A Perfect World - Hudson Mohawke Remix,5CE2IfdYZEQGIDsfiRm8SI,Endtroducing (Endtroducing Re-Emagined),DJ Shadow,2016-10-28,211091,20,0.438,0.0219,0.558,0.51,0.21,-11.867,0.0754,78.227,4
1656,What Does Your Soul Look Like - Pt. 1 / Prince Paul Remix,5CE2IfdYZEQGIDsfiRm8SI,Endtroducing (Endtroducing Re-Emagined),DJ Shadow,2016-10-28,220819,19,0.633,0.256,0.725,0.171,0.246,-8.235,0.112,152.036,4
1657,Building Steam With A Grain Of Salt - Bondax & Karma Kid Remix,5CE2IfdYZEQGIDsfiRm8SI,Endtroducing (Endtroducing Re-Emagined),DJ Shadow,2016-10-28,240476,31,0.551,0.0456,0.502,0.00447,0.139,-10.85,0.0528,82.964,4
1658,The Mountain Will Fall,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,276597,14,0.273,0.000449,0.489,0.769,0.701,-7.36,0.0408,124.72,4
1659,Nobody Speak (feat. Run The Jewels),5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,195965,39,0.62,0.0403,0.814,0.0025,0.263,-5.937,0.155,160.093,4
1660,Three Ralphs,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,216999,5,0.516,0.063,0.412,0.801,0.562,-12.261,0.0724,136.188,4
1661,Bergschrund (feat. Nils Frahm),5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,250542,13,0.552,0.0526,0.701,0.747,0.119,-7.858,0.0627,182.994,4
1662,The Sideshow (feat. Ernie Fresh),5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,208308,9,0.82,0.027,0.814,0.116,0.307,-8.27,0.192,101.011,4
1663,Depth Charge,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,293172,4,0.329,0.0106,0.671,0.918,0.09,-9.082,0.059,174.261,5
1664,Mambo,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,183755,4,0.465,0.0111,0.804,0.32,0.148,-10.319,0.13,150.161,3
1665,Ashes to Oceans (feat. Matthew Halsall),5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,376048,4,0.279,0.211,0.823,0.772,0.115,-11.289,0.293,68.834,4
1666,Pitter Patter (feat. G Jones & Bleep Bloop),5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,204147,5,0.413,0.12,0.667,0.371,0.577,-9.185,0.147,172.033,4
1667,California,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,269095,3,0.493,0.00318,0.711,0.767,0.0698,-6.907,0.117,130.581,4
1668,Ghost Town,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,231367,5,0.586,0.00158,0.85,0.589,0.0931,-5.992,0.0474,160.016,4
1669,Suicide Pact,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,276381,4,0.581,0.0745,0.449,0.558,0.103,-10.872,0.0393,75.695,4
1670,The Mountain Will Fall,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,276597,35,0.273,0.000456,0.489,0.774,0.701,-7.36,0.043,124.643,4
1671,Nobody Speak,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,195965,62,0.618,0.0403,0.814,0.00236,0.263,-5.937,0.157,160.078,4
1672,Three Ralphs,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,216999,25,0.517,0.0633,0.41,0.806,0.562,-12.262,0.0723,136.193,4
1673,Bergschrund,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,250542,35,0.551,0.0526,0.701,0.746,0.119,-7.858,0.0627,182.998,4
1674,The Sideshow,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,208308,30,0.82,0.0274,0.814,0.122,0.307,-8.27,0.192,101.011,4
1675,Depth Charge,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,293172,22,0.329,0.0104,0.672,0.915,0.09,-9.082,0.0588,174.276,5
1676,Mambo,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,183755,21,0.465,0.0111,0.804,0.322,0.148,-10.319,0.13,150.144,3
1677,Ashes to Oceans,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,376048,24,0.279,0.211,0.823,0.773,0.115,-11.29,0.3,66.778,4
1678,Pitter Patter,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,204147,26,0.412,0.12,0.667,0.371,0.577,-9.185,0.147,172.033,4
1679,California,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,269095,19,0.494,0.00318,0.711,0.767,0.0698,-6.907,0.107,130.582,4
1680,Ghost Town,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,231367,22,0.588,0.00158,0.849,0.593,0.0931,-5.991,0.0476,160.016,4
1681,Suicide Pact,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,276381,21,0.567,0.0735,0.449,0.556,0.103,-10.872,0.0418,75.71,4
1682,Swerve - Bonus Track,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,192682,17,0.693,0.0302,0.843,0.686,0.117,-6.684,0.217,154.915,4
1683,The Mountain Will Fall,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,277279,9,0.264,0.000381,0.544,0.673,0.0973,-5.759,0.0354,135.956,4
1684,Nobody Speak,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,195965,13,0.62,0.0403,0.814,0.0025,0.263,-5.937,0.155,160.093,4
1685,Three Ralphs,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,216999,2,0.516,0.063,0.412,0.801,0.562,-12.261,0.0724,136.188,4
1686,Bergschrund,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,250542,10,0.552,0.0526,0.701,0.747,0.119,-7.858,0.0627,182.994,4
1687,The Sideshow,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,208308,4,0.82,0.027,0.814,0.116,0.307,-8.27,0.192,101.011,4
1688,Depth Charge,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,293172,1,0.329,0.0106,0.671,0.918,0.09,-9.082,0.059,174.261,5
1689,Mambo,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,183755,1,0.465,0.0111,0.804,0.32,0.148,-10.319,0.13,150.161,3
1690,Ashes to Oceans,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,376048,2,0.279,0.211,0.823,0.772,0.115,-11.289,0.293,68.834,4
1691,Pitter Patter,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,204147,3,0.413,0.12,0.667,0.371,0.577,-9.185,0.147,172.033,4
1692,Ghost Town,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,231367,2,0.586,0.00158,0.85,0.589,0.0931,-5.992,0.0474,160.016,4
1693,California,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,269095,1,0.493,0.00318,0.711,0.767,0.0698,-6.907,0.117,130.581,4
1694,Suicide Pact,5CE2IfdYZEQGIDsfiRm8SI,The Mountain Will Fall,DJ Shadow,2016-06-24,276381,1,0.581,0.0745,0.449,0.558,0.103,-10.872,0.0393,75.695,4
1695,Back To Front (Circular Logic),5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,124626,8,0.796,0.0516,0.881,0.91,0.114,-5.159,0.153,89.994,4
1696,Border Crossing,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,216333,9,0.488,0.000545,0.995,0.744,0.384,-6.18,0.0806,175.998,4
1697,Stay The Course,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,216306,12,0.86,0.0994,0.913,1.18e-05,0.0785,-6.638,0.143,105.974,4
1698,I've Been Trying,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,192626,15,0.544,0.588,0.674,0.00325,0.373,-10.107,0.0487,170.658,4
1699,Sad And Lonely,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,189546,10,0.527,0.992,0.144,0.558,0.113,-14.708,0.0339,111.861,4
1700,Warning Call,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,215466,11,0.48,0.000255,0.919,0.134,0.311,-6.807,0.0546,155.042,4
1701,Tedium,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,146573,6,0.679,0.0743,0.485,0.95,0.104,-10.262,0.0379,83.978,4
1702,Enemy Lines,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,323013,8,0.664,0.0796,0.517,0.93,0.19,-10.173,0.0301,119.388,4
1703,Going Nowhere,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,28146,0,0.769,0.0281,0.927,0.721,0.104,-10.369,0.127,129.942,4
1704,Redeemed,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,266266,8,0.627,0.0493,0.857,0.726,0.142,-9.382,0.0427,119.507,4
1705,Run For Your Life,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,204880,7,0.626,0.0243,0.975,0.896,0.143,-6.69,0.0434,159.002,4
1706,Give Me Back The Nights,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,234826,7,0.739,0.797,0.212,0.29,0.093,-11.01,0.0313,103.637,4
1707,I Gotta Rokk,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,389306,11,0.594,0.159,0.739,0.478,0.094,-6.129,0.301,182.063,4
1708,Scale It Back,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,256933,32,0.613,0.0411,0.696,0.00862,0.0993,-8.274,0.0261,168.077,4
1709,Circular Logic (Front To Back),5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,295360,7,0.557,0.0191,0.628,0.822,0.103,-8.524,0.052,111.998,4
1710,(Not So) Sad And Lonely,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,269653,7,0.475,0.884,0.174,0.9,0.192,-16.336,0.0334,112.223,4
1711,Back To Front (Circular Logic),5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,124662,7,0.796,0.0518,0.904,0.908,0.114,-5.159,0.153,89.994,4
1712,Border Crossing,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,216333,7,0.48,0.00043,0.995,0.718,0.386,-6.18,0.0777,175.993,4
1713,Stay The Course,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,216321,7,0.859,0.0948,0.912,1.3e-05,0.0849,-6.633,0.14,105.982,4
1714,I've Been Trying,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,192655,9,0.544,0.554,0.666,0.00654,0.35,-10.137,0.0467,170.66,4
1715,Sad And Lonely,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,189561,8,0.581,0.992,0.142,0.52,0.114,-14.735,0.0324,111.804,4
1716,Warning Call,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,215482,8,0.477,0.000266,0.917,0.079,0.322,-6.803,0.0551,155.041,4
1717,Tedium,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,146598,5,0.664,0.0805,0.484,0.939,0.102,-10.291,0.039,83.995,4
1718,Enemy Lines,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,323038,5,0.654,0.081,0.523,0.947,0.197,-10.166,0.0295,119.422,4
1719,Going Nowhere,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,28160,0,0.757,0.0214,0.948,0.292,0.0996,-10.23,0.0831,129.968,4
1720,Redeemed,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,266290,7,0.624,0.0452,0.851,0.8,0.19,-9.392,0.0438,119.512,4
1721,Run For Your Life,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,204896,5,0.629,0.0274,0.976,0.878,0.126,-6.687,0.0444,158.944,4
1722,Give Me Back The Nights,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,234847,6,0.741,0.772,0.195,0.426,0.0924,-11.048,0.0327,103.543,4
1723,I Gotta Rokk,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,389325,5,0.59,0.165,0.736,0.36,0.0903,-6.135,0.318,182.005,4
1724,Scale It Back,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,256955,10,0.612,0.0318,0.691,0.00987,0.119,-8.262,0.0258,168.092,4
1725,Circular Logic (Front To Back),5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,295396,7,0.556,0.0214,0.629,0.823,0.102,-8.562,0.0515,112.027,4
1726,(Not So) Sad And Lonely,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better",DJ Shadow,2011-01-01,269630,8,0.479,0.883,0.2,0.907,0.187,-16.297,0.0324,112.227,4
1727,Back To Front (Circular Logic),5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,124662,10,0.796,0.0518,0.904,0.908,0.114,-5.159,0.153,89.994,4
1728,Border Crossing,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,216333,10,0.48,0.00043,0.995,0.718,0.386,-6.18,0.0777,175.993,4
1729,Stay The Course,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,216321,18,0.859,0.0948,0.912,1.3e-05,0.0849,-6.633,0.14,105.982,4
1730,I've Been Trying,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,192655,20,0.545,0.554,0.666,0.00654,0.35,-10.137,0.0467,170.66,4
1731,Sad And Lonely,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,189561,15,0.581,0.992,0.142,0.52,0.114,-14.735,0.0324,111.804,4
1732,Warning Call,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,215482,12,0.477,0.000266,0.917,0.079,0.322,-6.803,0.0551,155.041,4
1733,Tedium,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,146598,7,0.664,0.0805,0.484,0.939,0.102,-10.291,0.039,83.995,4
1734,Enemy Lines,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,323038,10,0.654,0.081,0.523,0.947,0.197,-10.166,0.0295,119.422,4
1735,Going Nowhere,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,28160,0,0.757,0.0214,0.948,0.292,0.0996,-10.23,0.0831,129.968,4
1736,Redeemed,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,266290,13,0.624,0.0452,0.851,0.796,0.19,-9.392,0.0438,119.512,4
1737,Run For Your Life,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,204896,8,0.629,0.0274,0.976,0.878,0.126,-6.687,0.0444,158.944,4
1738,Give Me Back The Nights,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,234847,8,0.741,0.772,0.195,0.426,0.0924,-11.048,0.0327,103.543,4
1739,I Gotta Rokk,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,389325,11,0.59,0.165,0.736,0.36,0.0903,-6.135,0.318,182.006,4
1740,Scale It Back,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,256955,29,0.612,0.0318,0.691,0.00987,0.119,-8.262,0.0258,168.092,4
1741,Circular Logic (Front To Back),5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,295396,8,0.556,0.0214,0.629,0.823,0.102,-8.562,0.0515,112.027,4
1742,(Not So) Sad And Lonely,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,269630,9,0.479,0.883,0.2,0.907,0.187,-16.297,0.0324,112.227,4
1743,Come On Riding (Through The Cosmos),5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,287593,12,0.653,0.111,0.571,0.337,0.0785,-10.061,0.027,150.008,4
1744,Def Surrounds Us,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,457935,6,0.64,0.00777,0.929,0.422,0.295,-6.44,0.0586,149.74,4
1745,"Let's Get It (Bass, Bass, Bass)",5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,221646,6,0.794,0.00432,0.772,0.511,0.232,-7.125,0.0674,107.006,4
1746,Back To Front (Circular Logic),5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,124640,5,0.796,0.0518,0.903,0.908,0.114,-5.159,0.153,89.994,4
1747,Border Crossing,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,216320,4,0.48,0.000472,0.996,0.714,0.386,-6.206,0.0771,175.992,4
1748,Stay The Course,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,216293,5,0.86,0.0994,0.913,1.18e-05,0.0785,-6.638,0.143,105.974,4
1749,I've Been Trying,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,192640,6,0.595,0.573,0.672,0.00269,0.388,-10.131,0.0414,85.351,4
1750,Sad And Lonely,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,189546,5,0.527,0.992,0.144,0.558,0.113,-14.708,0.0339,111.861,4
1751,Warning Call,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,215453,5,0.48,0.000255,0.919,0.134,0.311,-6.807,0.0546,155.042,4
1752,Tedium,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,146586,3,0.736,0.0826,0.481,0.938,0.103,-10.248,0.0417,83.978,4
1753,Enemy Lines,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,323013,5,0.664,0.0796,0.517,0.93,0.19,-10.173,0.0301,119.388,4
1754,Going Nowhere,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,28146,0,0.769,0.0281,0.927,0.721,0.104,-10.369,0.127,129.942,4
1755,Redeemed,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,266266,4,0.627,0.0493,0.857,0.726,0.142,-9.382,0.0427,119.507,4
1756,Run For Your Life,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,204880,4,0.626,0.0243,0.975,0.896,0.143,-6.69,0.0434,159.002,4
1757,Give Me Back The Nights,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,234826,4,0.739,0.797,0.212,0.29,0.093,-11.01,0.0313,103.637,4
1758,I Gotta Rokk,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,389306,5,0.594,0.159,0.739,0.478,0.094,-6.129,0.301,182.066,4
1759,Scale It Back,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,256933,9,0.613,0.0411,0.696,0.00862,0.0993,-8.274,0.0261,168.077,4
1760,Circular Logic (Front To Back),5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,295373,4,0.557,0.0191,0.628,0.822,0.103,-8.524,0.052,111.998,4
1761,(Not So) Sad And Lonely,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,269613,4,0.472,0.888,0.196,0.91,0.179,-16.275,0.0327,112.214,4
1762,Come On Riding (Through The Cosmos),5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,287573,6,0.651,0.121,0.568,0.502,0.0787,-10.076,0.0268,149.995,4
1763,Def Surrounds Us,5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,457920,4,0.634,0.00662,0.93,0.517,0.291,-6.427,0.0578,149.74,4
1764,"Let's Get It (Bass, Bass, Bass)",5CE2IfdYZEQGIDsfiRm8SI,"The Less You Know, The Better (Deluxe Edition)",DJ Shadow,2011-01-01,221653,4,0.794,0.00465,0.771,0.529,0.245,-7.105,0.0675,107.003,4
1765,Outsider Intro,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,139360,12,0.573,0.645,0.811,0.134,0.104,-11.399,0.224,149.91,3
1766,This Time (I'm Gonna Try It My Way),5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,185146,40,0.592,0.00242,0.912,0.103,0.0775,-5.976,0.0433,96.491,4
1767,3 Freaks,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,229293,11,0.767,0.0035,0.55,0.0,0.257,-8.347,0.352,97.996,4
1768,Droop-E Drop,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,18040,0,0.73,0.484,0.276,0.0,0.275,-17.71,0.966,74.869,3
1769,Turf Dancing,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,275466,10,0.784,0.039,0.756,0.0,0.113,-8.922,0.351,125.383,5
1770,Keep Em Close,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,186133,7,0.673,0.00485,0.636,1.04e-06,0.764,-9.263,0.199,103.431,3
1771,Seein' Thangs,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,219920,12,0.578,0.00119,0.743,0.000738,0.0915,-5.813,0.0474,168.877,4
1772,Broken Levee Blues,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,127773,34,0.732,0.883,0.414,0.0841,0.167,-10.538,0.0429,154.89,4
1773,Artifact - Instrumental,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,175800,18,0.552,0.00592,0.929,0.832,0.311,-7.444,0.0625,89.911,4
1774,Backstage Girl,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,441720,14,0.502,0.124,0.796,0.000503,0.177,-8.032,0.191,155.952,4
1775,Triplicate/ Something Happened That Day,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,223986,9,0.373,0.962,0.113,0.973,0.178,-19.234,0.031,111.837,3
1776,The Tiger,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,323480,9,0.559,0.0509,0.86,0.886,0.113,-8.039,0.0368,90.986,1
1777,Erase You,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,418466,9,0.616,0.021,0.806,0.846,0.07,-6.593,0.0309,123.998,4
1778,What Have I Done,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,322986,15,0.286,0.813,0.342,0.817,0.359,-9.953,0.0295,108.846,1
1779,You Made It,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,167120,20,0.527,0.00566,0.748,0.000728,0.239,-5.966,0.0284,155.957,4
1780,Enuff,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,268360,14,0.765,0.00187,0.92,6.32e-05,0.207,-7.429,0.0634,102.079,4
1781,Dats My Part,5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,242120,6,0.829,0.00176,0.81,0.00299,0.139,-6.72,0.0522,108.005,4
1782,3 Freaks (Droop-E Remix),5CE2IfdYZEQGIDsfiRm8SI,The Outsider,DJ Shadow,2006-01-01,272293,6,0.776,0.00121,0.663,0.0,0.774,-7.052,0.297,97.998,4
